"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"ADGRL3"	-0.371369105512646	0.00618591080510778	95.0953678474115
"2"	"ALDH1A2"	0.872922472784516	1.04571839129352e-05	61.0354223433242
"4"	"CIRBP"	-0.731815026970896	0.0301275804767501	35.149863760218
"6"	"ENOX1"	-0.983717129220947	0.017008609619166	43.0517711171662
"7"	"ESRRG"	-1.06924919988217	5.48358404424127e-05	33.2425068119891
"9"	"KLHL20"	0.703623277439124	0.00259975197497771	40.8719346049046
"10"	"LRRTM4"	-0.515300716654782	0.00649994281115523	98.3651226158038
"12"	"PCDH7"	-0.692531062408008	0.0346663122265703	61.3079019073569
"13"	"PCDH9"	-0.49405407515214	2.55401755939651e-05	99.7275204359673
"14"	"PHACTR1"	-0.507262363833502	0.00671119936639742	89.6457765667575
"15"	"PTPRD"	-0.896810368404687	1.17371327246422e-07	90.1907356948229
"16"	"ROBO2"	-0.840788292274619	0.0290482290980535	77.1117166212534
"17"	"SIPA1L3"	0.775498047615177	0.000933402164528274	89.6457765667575
"18"	"SLC35F3"	0.525518291701875	0.000766795700882652	87.7384196185286
"19"	"SLC44A1"	-0.848908648447358	0.015879982794492	67.0299727520436
"20"	"SORBS2"	-0.6664549848729	0.0427215243218811	74.1144414168937
"22"	"STIM1"	-0.694338226743641	0.0346663122265703	38.4196185286104
"23"	"TENM2"	-0.527830658125535	0.0136545085045731	97.5476839237057
"24"	"TENM3"	-0.909775757733527	0.00330900643976072	44.4141689373297
"25"	"TRPM3"	-0.382873320213621	0.0290482290980535	90.4632152588556
"26"	"UNC13C"	0.924898956670869	0.0346626822572219	68.6648501362398
"27"	"WBSCR17"	0.548480318621664	0.000767807224352364	95.6403269754768
