"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"ASTN2"	0.317306139777213	2.66986857741328e-07	76.9791666666667
"2"	"CACNA1E"	0.326237408559345	1.62319859907653e-06	65.2083333333333
"3"	"CTNNA3"	-0.334763665685242	6.0819905231508e-05	61.875
"4"	"ELOVL5"	0.369494816167466	4.17371161837637e-11	39.6354166666667
"5"	"FAM155A"	-0.369608702206849	0.00211794467393469	97.8645833333333
"6"	"FRAS1"	0.339287464017515	7.63814263328757e-06	49.7916666666667
"7"	"HS6ST3"	0.341339400562023	6.23130103365932e-07	84.1145833333333
"8"	"L3MBTL4"	-0.432192984114744	5.19242344759871e-10	79.84375
"9"	"LDLRAD4"	0.317066821685778	1.47328751838793e-07	80.625
"10"	"MSRA"	0.378290415800783	1.7816990244117e-09	64.21875
"11"	"NCALD"	0.312430253268894	8.48922224440046e-06	56.4583333333333
"12"	"NELL2"	0.399209564016988	2.80240089357313e-08	68.2291666666667
"13"	"PDE10A"	0.406620853681469	1.07354569657709e-10	65.9895833333333
"14"	"QKI"	-0.326620200819776	7.80124180803324e-07	86.9791666666667
"15"	"RGS6"	0.4100153051402	2.10071425194897e-05	70.2083333333333
"16"	"SPRED2"	0.33469785386922	1.09672239037083e-11	33.90625
"17"	"ZBTB20"	0.387489433120767	1.23077811251439e-06	74.6354166666667
