"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"ANKRD33B"	0.375382890066514	7.01116872584014e-07	35.6341673856773
"2"	"CACNA2D3"	0.42689966104402	0.00130559469387054	68.6798964624677
"3"	"CTNNA3"	-0.322150583723147	0.0270325460027749	59.6203623813632
"4"	"DSCAM"	0.307272685323505	0.00172072962712488	55.3925798101812
"5"	"DUSP10"	0.404337347364542	3.21587677147761e-07	31.665228645384
"6"	"ELOVL5"	0.348767219879158	0.000906023893698009	41.6738567730802
"7"	"ERC2"	0.306631925930161	5.72608185071439e-05	80.327868852459
"8"	"GPC5"	-0.316282723538286	0.0296413785149425	41.5012942191544
"9"	"IQCJ-SCHIP1"	-0.376216748054599	0.012834972367118	70.6643658326143
"10"	"KLHL29"	0.334945165430522	0.00211927641732951	56.9456427955134
"11"	"LDLRAD4"	0.305061691682483	0.000253469898732504	66.695427092321
"12"	"NRXN1"	-0.306665387754673	0.0128844347967748	87.8343399482312
"13"	"PLD5"	0.31512910865927	0.00717102752088914	39.1716997411562
"14"	"RGS6"	0.472264104900509	8.2022955182587e-05	45.0388265746333
"15"	"SLCO3A1"	0.386747233817635	6.65138472862463e-05	49.1803278688525
"16"	"SRRM4"	0.300516955244075	0.00209970673284719	60.7420189818809
"17"	"UTRN"	0.347614363939291	0.000338782932895894	39.344262295082
"18"	"WBSCR17"	0.402094164232137	7.88603634935166e-07	73.8567730802416
"19"	"ZBTB16"	0.419835337908244	1.21071837319415e-06	65.7463330457291
